city,city_ascii,state_id,state_name,county_fips,county,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Boswell,Boswell,OK,Oklahoma,05000US40023,Choctaw,34.0278,-95.8685,865,484,shape,FALSE,TRUE,America/Chicago,3,74727,1840021931
Mount Jewett,Mount Jewett,PA,Pennsylvania,05000US42083,McKean,41.7246,-78.6443,865,138,shape,FALSE,TRUE,America/New_York,3,16740 16735,1840000527
Hesperia,Hesperia,MI,Michigan,05000US26127,Oceana,43.5691,-86.0407,865,408,shape,FALSE,TRUE,America/Detroit,3,49421,1840010968
Vassar,Vassar,KS,Kansas,05000US20139,Osage,38.6495,-95.6114,865,68,shape,FALSE,FALSE,America/Chicago,3,66543,1840026715
Excel,Excel,AL,Alabama,05000US1099,Monroe,31.4264,-87.3433,864,202,shape,FALSE,TRUE,America/Chicago,3,36460 36445 36439,1840004979
Branford,Branford,FL,Florida,05000US12121,Suwannee,29.9623,-82.9243,864,293,shape,FALSE,TRUE,America/New_York,3,32008,1840015930
Monroe,Monroe,IN,Indiana,05000US18001,Adams,40.7451,-84.9409,864,490,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46772,1840009375
White Mills,White Mills,PA,Pennsylvania,05000US42127,Wayne,41.535,-75.2021,864,224,shape,FALSE,FALSE,America/New_York,3,18473 18428,1840026240
Martin,Martin,LA,Louisiana,05000US22081,Red River,32.0982,-93.2193,864,28,shape,FALSE,TRUE,America/Chicago,3,71019,1840018129
Winter Park,Winter Park,CO,Colorado,05000US8049,Grand,39.8785,-105.7828,864,19,shape,FALSE,TRUE,America/Denver,3,80482,1840022421
West Wood,West Wood,UT,Utah,05000US49007,Carbon,39.6051,-110.8424,864,313,shape,FALSE,TRUE,America/Denver,3,84501,1840041676
Nickerson,Nickerson,KS,Kansas,05000US20155,Reno,38.1488,-98.0883,863,257,shape,FALSE,TRUE,America/Chicago,3,67561,1840003847
Dresser,Dresser,WI,Wisconsin,05000US55095,Polk,45.3616,-92.6344,863,175,shape,FALSE,TRUE,America/Chicago,3,54009,1840002054
Toksook Bay,Toksook Bay,AK,Alaska,05000US2050,Bethel,60.5333,-165.1557,863,11,shape,FALSE,TRUE,America/Nome,3,99637,1840023342
Dyer,Dyer,AR,Arkansas,05000US5033,Crawford,35.4944,-94.1388,863,113,shape,FALSE,TRUE,America/Chicago,3,72921 72935,1840013421
Lewiston,Lewiston,MI,Michigan,05000US26119,Montmorency,44.8771,-84.3047,863,117,shape,FALSE,FALSE,America/Detroit,3,49756,1840004025
Shelter Cove,Shelter Cove,CA,California,05000US6023,Humboldt,40.0389,-124.0558,863,57,shape,FALSE,FALSE,America/Los_Angeles,3,95589,1840025526
Chamita,Chamita,NM,New Mexico,05000US35039,Rio Arriba,36.0706,-106.0974,863,86,shape,FALSE,FALSE,America/Denver,3,87566,1840024825
St. Jo,St. Jo,TX,Texas,05000US48337,Montague,33.695,-97.5231,863,309,shape,FALSE,TRUE,America/Chicago,3,76265,1840021949
Downsville,Downsville,MD,Maryland,05000US24043,Washington,39.5549,-77.8016,863,533,shape,FALSE,FALSE,America/New_York,3,21795,1840024396
Hermitage,Hermitage,AR,Arkansas,05000US5011,Bradley,33.4474,-92.1714,862,311,shape,FALSE,TRUE,America/Chicago,3,71647,1840015697
Belle Center,Belle Center,OH,Ohio,05000US39091,Logan,40.509,-83.7453,862,478,shape,FALSE,TRUE,America/New_York,3,43310,1840012149
Bloomfield,Bloomfield,NE,Nebraska,05000US31107,Knox,42.5984,-97.6481,862,407,shape,FALSE,TRUE,America/Chicago,3,68718,1840000415
Alexis,Alexis,IL,Illinois,05000US17187,Warren,41.063,-90.5555,862,700,shape,FALSE,TRUE,America/Chicago,3,61412,1840010324
Mosses,Mosses,AL,Alabama,05000US1085,Lowndes,32.1802,-86.6888,862,70,shape,FALSE,TRUE,America/Chicago,3,36040,1840017006
Valders,Valders,WI,Wisconsin,05000US55071,Manitowoc,44.0696,-87.8858,862,231,shape,FALSE,TRUE,America/Chicago,3,54245,1840002207
Sanford,Sanford,MI,Michigan,05000US26111,Midland,43.6777,-84.3803,862,261,shape,FALSE,TRUE,America/Detroit,3,48657,1840010955
Jupiter Island,Jupiter Island,FL,Florida,05000US12085,Martin,27.0451,-80.1101,862,122,shape,FALSE,TRUE,America/New_York,3,33455,1840017251
Norvelt,Norvelt,PA,Pennsylvania,05000US42129,Westmoreland,40.205,-79.497,862,185,shape,FALSE,FALSE,America/New_York,3,15674 15666,1840026438
Cimarron,Cimarron,NM,New Mexico,05000US35007,Colfax,36.5083,-104.9104,862,157,shape,FALSE,TRUE,America/Denver,3,87714,1840022642
Lookingglass,Lookingglass,OR,Oregon,05000US41019,Douglas,43.1848,-123.4999,862,28,shape,FALSE,FALSE,America/Los_Angeles,3,97471,1840025419
Preston,Preston,MD,Maryland,05000US24011,Caroline,38.7112,-75.9087,861,606,shape,FALSE,TRUE,America/New_York,3,21655,1840005939
Linn Valley,Linn Valley,KS,Kansas,05000US20107,Linn,38.3758,-94.712,861,112,shape,FALSE,TRUE,America/Chicago,3,66040,1840030354
Happy Camp,Happy Camp,CA,California,05000US6093,Siskiyou,41.8104,-123.3892,861,27,shape,FALSE,FALSE,America/Los_Angeles,3,96039,1840025508
Utica,Utica,MS,Mississippi,05000US28049,Hinds,32.1061,-90.6221,861,111,shape,FALSE,TRUE,America/Chicago,3,39175,1840016993
Rancho Mesa Verde,Rancho Mesa Verde,AZ,Arizona,05000US4027,Yuma,32.5944,-114.6551,861,1100.7,shape,FALSE,TRUE,America/Phoenix,3,85350,1840038041
Misericordia University,Misericordia University,PA,Pennsylvania,05000US42079,Luzerne,41.346,-75.971,861,1664,shape,FALSE,FALSE,America/New_York,3,18612,1840146952
Heritage Creek,Heritage Creek,KY,Kentucky,05000US21111,Jefferson,38.0951,-85.6125,861,736,shape,FALSE,TRUE,America/New_York,3,40229,1840014305
Calvert Beach,Calvert Beach,MD,Maryland,05000US24009,Calvert,38.4728,-76.4895,860,403,shape,FALSE,FALSE,America/New_York,3,20685,1840026722
White Deer,White Deer,TX,Texas,05000US48065,Carson,35.4332,-101.1751,860,190,shape,FALSE,TRUE,America/Chicago,3,79097,1840022747
Riceville,Riceville,IA,Iowa,05000US19089,Howard,43.362,-92.5538,860,313,shape,FALSE,TRUE,America/Chicago,3,50466,1840009038
Washington,Washington,LA,Louisiana,05000US22097,St. Landry,30.615,-92.0594,860,401,shape,FALSE,TRUE,America/Chicago,3,70589,1840017175
Michie,Michie,TN,Tennessee,05000US47109,McNairy,35.0604,-88.4257,860,59,shape,FALSE,TRUE,America/Chicago,3,38357,1840016408
Hollister,Hollister,NC,North Carolina,05000US37083,Halifax,36.2593,-77.9363,860,84,shape,FALSE,FALSE,America/New_York,3,27844,1840025769
Gaston,Gaston,IN,Indiana,05000US18035,Delaware,40.314,-85.501,860,512,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47342,1840010460
North Light Plant,North Light Plant,NM,New Mexico,05000US35045,San Juan,36.867,-108.033,860,153,shape,FALSE,TRUE,America/Denver,4,87410,1840040159
Garysburg,Garysburg,NC,North Carolina,05000US37131,Northampton,36.4479,-77.5603,859,351,shape,FALSE,TRUE,America/New_York,3,27831,1840016042
Clay Center,Clay Center,NE,Nebraska,05000US31035,Clay,40.5256,-98.055,859,453,shape,FALSE,TRUE,America/Chicago,3,68933,1840003617
Atlanta,Atlanta,IN,Indiana,05000US18057,Hamilton,40.2139,-86.027,859,631.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46031,1840010498
Watkins,Watkins,MN,Minnesota,05000US27093,Meeker,45.3153,-94.412,859,482,shape,FALSE,TRUE,America/Chicago,3,55389,1840009996
Burgin,Burgin,KY,Kentucky,05000US21167,Mercer,37.7543,-84.7632,859,264,shape,FALSE,TRUE,America/New_York,3,40330 40310,1840013223
Port Gibson,Port Gibson,NY,New York,05000US36069,Ontario,43.0334,-77.1569,859,267,shape,FALSE,FALSE,America/New_York,3,14537 14432,1840025456
Griggstown,Griggstown,NJ,New Jersey,05000US34035,Somerset,40.44,-74.5989,858,135,shape,FALSE,FALSE,America/New_York,3,8540,1840024277
Sedan,Sedan,KS,Kansas,05000US20019,Chautauqua,37.1284,-96.1848,858,403,shape,FALSE,TRUE,America/Chicago,3,67361,1840009918
Wellston,Wellston,OK,Oklahoma,05000US40081,Lincoln,35.686,-97.0615,858,247,shape,FALSE,TRUE,America/Chicago,3,74881,1840022716
Magas Arriba,Magas Arriba,PR,Puerto Rico,05000US72059,Guayanilla,18.0233,-66.7664,858,451,shape,FALSE,FALSE,America/Puerto_Rico,3,656,1630023619
East Bernstadt,East Bernstadt,KY,Kentucky,05000US21125,Laurel,37.1923,-84.1209,858,156,shape,FALSE,FALSE,America/New_York,3,40729,1840013022
East Stone Gap,East Stone Gap,VA,Virginia,05000US51195,Wise,36.8657,-82.7435,858,616,shape,FALSE,FALSE,America/New_York,3,24246 24219,1840117574
Estelline,Estelline,SD,South Dakota,05000US46057,Hamlin,44.5768,-96.9011,858,350,shape,FALSE,TRUE,America/Chicago,3,57234,1840002299
Marblehead,Marblehead,OH,Ohio,05000US39123,Ottawa,41.5236,-82.7285,858,104,shape,FALSE,TRUE,America/New_York,3,43440,1840011502
Butler,Butler,OH,Ohio,05000US39139,Richland,40.5896,-82.4211,858,305,shape,FALSE,TRUE,America/New_York,3,44822,1840010345
Las Croabas,Las Croabas,PR,Puerto Rico,05000US72053,Fajardo,18.3695,-65.6293,857,408,shape,FALSE,FALSE,America/Puerto_Rico,3,738,1630027038
Greers Ferry,Greers Ferry,AR,Arkansas,05000US5023,Cleburne,35.5674,-92.1688,857,45,shape,FALSE,TRUE,America/Chicago,3,72067,1840013424
Lecompton,Lecompton,KS,Kansas,05000US20045,Douglas,39.0358,-95.3929,857,188,shape,FALSE,TRUE,America/Chicago,3,66050,1840008559
St. Paul,St. Paul,VA,Virginia,05000US51195,Wise,36.9068,-82.3163,857,239,shape,FALSE,TRUE,America/New_York,3,24283,1840006484
Allenwood,Allenwood,NJ,New Jersey,05000US34025,Monmouth,40.1384,-74.1032,857,189,shape,FALSE,FALSE,America/New_York,3,07719 08720 08724,1840005438
Quinhagak,Quinhagak,AK,Alaska,05000US2050,Bethel,59.7511,-161.8992,856,80,shape,FALSE,TRUE,America/Anchorage,3,99655,1840023366
Fort Braden,Fort Braden,FL,Florida,05000US12073,Leon,30.4308,-84.5346,856,76,shape,FALSE,FALSE,America/New_York,3,32310,1840143094
La France,La France,SC,South Carolina,05000US45007,Anderson,34.6115,-82.7667,856,254,shape,FALSE,FALSE,America/New_York,3,29670 29625,1840107402
Lake Park,Lake Park,GA,Georgia,05000US13185,Lowndes,30.6851,-83.1873,856,234,shape,FALSE,TRUE,America/New_York,3,31636,1840015000
Spring Valley,Spring Valley,OH,Ohio,05000US39057,Greene,39.6102,-84.007,855,567.5,shape,FALSE,TRUE,America/New_York,3,45370,1840012528
Tohatchi,Tohatchi,NM,New Mexico,05000US35031,McKinley,35.8423,-108.7503,855,51,shape,FALSE,FALSE,America/Denver,3,87325,1840019091
Klawock,Klawock,AK,Alaska,05000US2198,Prince of Wales-Hyder,55.5556,-133.0868,855,484,shape,FALSE,TRUE,America/Sitka,3,99925,1840023523
Accomac,Accomac,VA,Virginia,05000US51001,Accomack,37.7196,-75.6673,855,808,shape,FALSE,TRUE,America/New_York,3,23301,1840006320
Arendtsville,Arendtsville,PA,Pennsylvania,05000US42001,Adams,39.9233,-77.2999,855,412,shape,FALSE,TRUE,America/New_York,3,17303 17307,1840000676
Piper City,Piper City,IL,Illinois,05000US17053,Ford,40.7562,-88.189,855,595,shape,FALSE,TRUE,America/Chicago,3,60959,1840011879
Freeport,Freeport,MN,Minnesota,05000US27145,Stearns,45.6626,-94.6888,855,277,shape,FALSE,TRUE,America/Chicago,3,56331,1840007779
Trego,Trego,MT,Montana,05000US30053,Lincoln,48.6558,-114.929,855,6,shape,FALSE,FALSE,America/Denver,3,59934,1840023749
La Vernia,La Vernia,TX,Texas,05000US48493,Wilson,29.3542,-98.1219,855,138,shape,FALSE,TRUE,America/Chicago,3,78121,1840020982
Earlville,Earlville,NY,New York,05000US36017,Chenango,42.7401,-75.5436,855,305,shape,FALSE,TRUE,America/New_York,3,13332,1840004363
Keys,Keys,OK,Oklahoma,05000US40021,Cherokee,35.8022,-94.9606,854,33,shape,FALSE,FALSE,America/Chicago,3,74451,1840034457
Seabeck,Seabeck,WA,Washington,05000US53035,Kitsap,47.6436,-122.8222,854,99,shape,FALSE,FALSE,America/Los_Angeles,3,98380,1840023799
Black Rock,Black Rock,AR,Arkansas,05000US5075,Lawrence,36.107,-91.1074,854,100,shape,FALSE,TRUE,America/Chicago,3,72415 72476,1840013354
Wedowee,Wedowee,AL,Alabama,05000US1111,Randolph,33.3078,-85.4864,854,94,shape,FALSE,TRUE,America/Chicago,4,36278,1840005602
Robbinsville,Robbinsville,NC,North Carolina,05000US37075,Graham,35.3217,-83.8094,854,496,shape,FALSE,TRUE,America/New_York,3,28771,1840017858
Taconic Shores,Taconic Shores,NY,New York,05000US36021,Columbia,42.1193,-73.5531,854,396,shape,FALSE,FALSE,America/New_York,3,12516,1840034068
Oakman,Oakman,AL,Alabama,05000US1127,Walker,33.7141,-87.389,853,106,shape,FALSE,TRUE,America/Chicago,3,35579,1840016769
Quitman,Quitman,AR,Arkansas,05000US5023,Cleburne,35.3817,-92.2147,853,173,shape,FALSE,TRUE,America/Chicago,3,72131,1840014542
Matlacha,Matlacha,FL,Florida,05000US12071,Lee,26.6303,-82.0718,853,1745.5,shape,FALSE,FALSE,America/New_York,3,33993,1840014221
Coalmont,Coalmont,TN,Tennessee,05000US47061,Grundy,35.3458,-85.7113,852,54,shape,FALSE,TRUE,America/Chicago,3,37313 37387,1840014556
North Haven,North Haven,NY,New York,05000US36103,Suffolk,41.023,-72.314,852,121,shape,FALSE,TRUE,America/New_York,3,11963,1840005125
Roseville,Roseville,IL,Illinois,05000US17187,Warren,40.7307,-90.6638,852,445,shape,FALSE,TRUE,America/Chicago,3,61473,1840011800
Womens Bay,Womens Bay,AK,Alaska,05000US2150,Kodiak Island,57.696,-152.6276,852,7,shape,FALSE,FALSE,America/Anchorage,3,99615,1840023689
Merrill,Merrill,MI,Michigan,05000US26145,Saginaw,43.4091,-84.3345,852,473,shape,FALSE,TRUE,America/Detroit,3,48637,1840010985
Belleville,Belleville,AR,Arkansas,05000US5149,Yell,35.0915,-93.4458,852,176,shape,FALSE,TRUE,America/Chicago,3,72824,1840013487
Kiowa,Kiowa,KS,Kansas,05000US20007,Barber,37.0174,-98.4848,852,296,shape,FALSE,TRUE,America/Chicago,3,67070,1840008756
Benton,Benton,WI,Wisconsin,05000US55065,Lafayette,42.57,-90.3835,852,390,shape,FALSE,TRUE,America/Chicago,3,53803,1840003096
Tetherow,Tetherow,OR,Oregon,05000US41017,Deschutes,44.0389,-121.3667,852,154,shape,FALSE,TRUE,America/Los_Angeles,4,97702,1840040452
New Vernon,New Vernon,NJ,New Jersey,05000US34027,Morris,40.7343,-74.4877,851,92,shape,FALSE,FALSE,America/New_York,3,07960 07920 07976,1840033365
Epps,Epps,LA,Louisiana,05000US22123,West Carroll,32.6038,-91.4814,851,340,shape,FALSE,TRUE,America/Chicago,3,71237,1840018077
New Preston,New Preston,CT,Connecticut,05000US9005,Litchfield,41.6813,-73.3523,851,44,shape,FALSE,FALSE,America/New_York,3,6777,1840003259
Marion,Marion,MI,Michigan,05000US26133,Osceola,44.1006,-85.1438,851,255,shape,FALSE,TRUE,America/Detroit,3,49665,1840010952
Reece City,Reece City,AL,Alabama,05000US1055,Etowah,34.0772,-86.0345,851,92,shape,FALSE,TRUE,America/Chicago,3,35954,1840017965
Deerfield,Deerfield,KS,Kansas,05000US20093,Kearny,37.9819,-101.1332,851,683,shape,FALSE,TRUE,America/Chicago,3,67838,1840007522
St. Stephen,St. Stephen,MN,Minnesota,05000US27145,Stearns,45.701,-94.2742,851,88,shape,FALSE,TRUE,America/Chicago,3,56375,1840008885
Hankinson,Hankinson,ND,North Dakota,05000US38077,Richland,46.0734,-96.8918,850,176,shape,FALSE,TRUE,America/Chicago,3,58041,1840000232
Hoonah,Hoonah,AK,Alaska,05000US2105,Hoonah-Angoon,58.1118,-135.4248,850,55,shape,FALSE,TRUE,America/Juneau,3,99829,1840023314
Lafitte,Lafitte,LA,Louisiana,05000US22051,Jefferson,29.6957,-90.0995,850,67,shape,FALSE,FALSE,America/Chicago,3,70067,1840013992
Ridgeside,Ridgeside,TN,Tennessee,05000US47065,Hamilton,35.0349,-85.247,850,1170.1,shape,FALSE,TRUE,America/New_York,3,37411,1840014572
Laurel,Laurel,NY,New York,05000US36103,Suffolk,40.9728,-72.556,850,109,shape,FALSE,FALSE,America/New_York,3,11948 11952,1840005087
Ashland,Ashland,MT,Montana,05000US30087,Rosebud,45.5977,-106.2975,850,15,shape,FALSE,FALSE,America/Denver,3,59003,1840017371
Danville,Danville,OH,Ohio,05000US39083,Knox,40.4473,-82.2612,850,555,shape,FALSE,TRUE,America/New_York,3,43014,1840012139
Woodland,Woodland,NC,North Carolina,05000US37131,Northampton,36.3306,-77.2149,850,262,shape,FALSE,TRUE,America/New_York,3,27897,1840016044
Moores Hill,Moores Hill,IN,Indiana,05000US18029,Dearborn,39.1129,-85.0892,850,763,shape,FALSE,TRUE,America/New_York,3,47032,1840009624
Savoonga,Savoonga,AK,Alaska,05000US2180,Nome,63.6797,-170.4831,849,55,shape,FALSE,TRUE,America/Nome,3,99769,1840023512
North Topsail Beach,North Topsail Beach,NC,North Carolina,05000US37133,Onslow,34.4931,-77.434,849,52,shape,FALSE,TRUE,America/New_York,3,28460,1840016533
Deer River,Deer River,MN,Minnesota,05000US27061,Itasca,47.3391,-93.7929,849,217,shape,FALSE,TRUE,America/Chicago,3,56636,1840006614
Clark Fork,Clark Fork,ID,Idaho,05000US16017,Bonner,48.1472,-116.1768,849,332,shape,FALSE,TRUE,America/Los_Angeles,3,83811,1840018363
Corfu,Corfu,NY,New York,05000US36037,Genesee,42.9611,-78.4028,849,329,shape,FALSE,TRUE,America/New_York,3,14036,1840004369
East Tulare Villa,East Tulare Villa,CA,California,05000US6107,Tulare,36.2038,-119.2803,849,523.1,shape,FALSE,TRUE,America/Los_Angeles,3,93274,1840042218
New Berlin,New Berlin,TX,Texas,05000US48187,Guadalupe,29.4892,-98.1094,849,34,shape,FALSE,TRUE,America/Chicago,3,78124 78121 78155,1840020945
Little Rock,Little Rock,SC,South Carolina,05000US45033,Dillon,34.4691,-79.39,848,133,shape,FALSE,FALSE,America/New_York,3,29536 29567,1840035806
Grazierville,Grazierville,PA,Pennsylvania,05000US42013,Blair,40.6576,-78.2713,848,305,shape,FALSE,FALSE,America/New_York,3,16686,1840026415
Welcome,Welcome,MN,Minnesota,05000US27091,Martin,43.6662,-94.6073,848,224,shape,FALSE,TRUE,America/Chicago,3,56181,1840010047
Exira,Exira,IA,Iowa,05000US19009,Audubon,41.5919,-94.8811,848,317,shape,FALSE,TRUE,America/Chicago,3,50076,1840008164
Springport,Springport,MI,Michigan,05000US26075,Jackson,42.3783,-84.6965,848,259,shape,FALSE,TRUE,America/Detroit,3,49284,1840011199
Detroit,Detroit,TX,Texas,05000US48387,Red River,33.6601,-95.2665,848,206,shape,FALSE,TRUE,America/Chicago,3,75436,1840021951
Fripp Island,Fripp Island,SC,South Carolina,05000US45013,Beaufort,32.3231,-80.4789,848,100,shape,FALSE,FALSE,America/New_York,3,29920,1840150176
Greendale,Greendale,MO,Missouri,05000US29189,St. Louis,38.6938,-90.3125,847,950.4,shape,FALSE,TRUE,America/Chicago,3,63121,1840008590
Glenwood,Glenwood,GA,Georgia,05000US13309,Wheeler,32.1805,-82.6709,847,175,shape,FALSE,TRUE,America/New_York,3,30428,1840013833
Beatty,Beatty,NV,Nevada,05000US32023,Nye,36.9474,-116.7337,847,18,shape,FALSE,FALSE,America/Los_Angeles,3,89003,1840017561
Mulberry Grove,Mulberry Grove,IL,Illinois,05000US17005,Bond,38.9245,-89.2662,847,325,shape,FALSE,TRUE,America/Chicago,3,62262,1840012781
Cissna Park,Cissna Park,IL,Illinois,05000US17075,Iroquois,40.567,-87.8922,847,451,shape,FALSE,TRUE,America/Chicago,3,60924,1840010338
McGill,McGill,NV,Nevada,05000US32033,White Pine,39.4019,-114.7775,847,270,shape,FALSE,FALSE,America/Los_Angeles,3,89318,1840017531
Richardton,Richardton,ND,North Dakota,05000US38089,Stark,46.8841,-102.3332,847,239,shape,FALSE,TRUE,America/Denver,3,58652,1840000194
Rosedale,Rosedale,IN,Indiana,05000US18121,Parke,39.6225,-87.2817,846,827,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47874,1840010564
Courtland,Courtland,MS,Mississippi,05000US28107,Panola,34.2411,-89.9433,846,296,shape,FALSE,TRUE,America/Chicago,3,38620,1840016630
Baroda,Baroda,MI,Michigan,05000US26021,Berrien,41.9541,-86.4879,846,455,shape,FALSE,TRUE,America/Detroit,3,49101,1840011223
Eden,Eden,MD,Maryland,05000US24039,Somerset,38.2792,-75.6533,846,58,shape,FALSE,FALSE,America/New_York,3,21822,1840006276
Armstrong,Armstrong,IA,Iowa,05000US19063,Emmet,43.3944,-94.4836,846,369,shape,FALSE,TRUE,America/Chicago,3,50514,1840006850
Peru,Peru,NE,Nebraska,05000US31127,Nemaha,40.4786,-95.7313,845,620,shape,FALSE,TRUE,America/Chicago,3,68421,1840009427
Newell,Newell,IA,Iowa,05000US19021,Buena Vist,42.6097,-95.004,845,258,shape,FALSE,TRUE,America/Chicago,3,50568,1840008023
Buena,Buena,WA,Washington,05000US53077,Yakima,46.4277,-120.3183,845,375,shape,FALSE,FALSE,America/Los_Angeles,3,98921 98953,1840023850
Zia Pueblo,Zia Pueblo,NM,New Mexico,05000US35043,Sandoval,35.52,-106.7149,845,12,shape,FALSE,FALSE,America/Denver,3,87053,1840019071
Battle Creek,Battle Creek,IA,Iowa,05000US19093,Ida,42.317,-95.6,844,569,shape,FALSE,TRUE,America/Chicago,3,51006,1840006955
Danielsville,Danielsville,GA,Georgia,05000US13195,Madison,34.1238,-83.2202,844,225,shape,FALSE,TRUE,America/New_York,3,30633,1840014727
Tuntutuliak,Tuntutuliak,AK,Alaska,05000US2050,Bethel,60.3843,-162.6838,844,2,shape,FALSE,FALSE,America/Nome,3,99680,1840023349
Morgan,Morgan,MN,Minnesota,05000US27127,Redwood,44.4158,-94.9248,844,590,shape,FALSE,TRUE,America/Chicago,3,56266,1840007872
Montrose,Montrose,IA,Iowa,05000US19111,Lee,40.5258,-91.416,844,269,shape,FALSE,TRUE,America/Chicago,3,52639,1840008323
Henefer,Henefer,UT,Utah,05000US49043,Summit,41.0137,-111.4931,844,131,shape,FALSE,TRUE,America/Denver,3,84033,1840021347
Innsbrook,Innsbrook,MO,Missouri,05000US29219,Warren,38.7629,-91.0552,843,32,shape,FALSE,TRUE,America/Chicago,3,63390,1840012806
Hydetown,Hydetown,PA,Pennsylvania,05000US42039,Crawford,41.6516,-79.7241,843,145,shape,FALSE,TRUE,America/New_York,3,16354 16328,1840000556
Burnsville,Burnsville,MS,Mississippi,05000US28141,Tishomingo,34.8348,-88.3177,843,68,shape,FALSE,TRUE,America/Chicago,3,38833,1840015517
Wye,Wye,MT,Montana,05000US30063,Missoula,46.9523,-114.1331,843,111,shape,FALSE,FALSE,America/Denver,3,59808,1840032843
Curtis,Curtis,NE,Nebraska,05000US31063,Frontier,40.6336,-100.5112,843,271,shape,FALSE,TRUE,America/Chicago,3,69025,1840007213
Mill Creek,Mill Creek,WV,West Virginia,05000US54083,Randolph,38.7319,-79.9725,843,712,shape,FALSE,TRUE,America/New_York,3,26280,1840005994
McClellan Park,McClellan Park,CA,California,05000US6067,Sacramento,38.6629,-121.4016,843,80,shape,TRUE,TRUE,America/Los_Angeles,4,95652,1840038292
Hopkins,Hopkins,MI,Michigan,05000US26005,Allegan,42.6251,-85.7633,843,680,shape,FALSE,TRUE,America/Detroit,3,49328,1840011092
Roland,Roland,AR,Arkansas,05000US5119,Pulaski,34.9005,-92.5186,843,40,shape,FALSE,FALSE,America/Chicago,3,72135,1840022810
Woodlawn,Woodlawn,NC,North Carolina,05000US37001,Alamance,36.1158,-79.2898,843,98,shape,FALSE,FALSE,America/New_York,3,27302,1840134907
Rosman,Rosman,NC,North Carolina,05000US37175,Transylvania,35.1458,-82.82,842,595,shape,FALSE,TRUE,America/New_York,3,28712 28772,1840017862
Quinton,Quinton,OK,Oklahoma,05000US40121,Pittsburg,35.1265,-95.3664,842,363,shape,FALSE,TRUE,America/Chicago,3,74561,1840021813
Augusta,Augusta,MI,Michigan,05000US26077,Kalamazoo,42.3378,-85.3525,842,316,shape,FALSE,TRUE,America/Detroit,3,49012,1840011209
Aurora,Aurora,UT,Utah,05000US49041,Sevier,38.9202,-111.9335,842,351,shape,FALSE,TRUE,America/Denver,3,84620,1840018832
Pittsburg,Pittsburg,IL,Illinois,05000US17199,Williamson,37.7771,-88.8499,842,157,shape,FALSE,TRUE,America/Chicago,3,62974 62959,1840012988
Pocono Mountain Lake Estates,Pocono Mountain Lake Estates,PA,Pennsylvania,05000US42103,Pike,41.1567,-74.9646,842,152,shape,FALSE,FALSE,America/New_York,3,18324,1840035158
Simonton,Simonton,TX,Texas,05000US48157,Fort Bend,29.6824,-95.991,842,138,shape,FALSE,TRUE,America/Chicago,3,77485 77476,1840022215
Le Grand,Le Grand,IA,Iowa,05000US19127,Marshall,42.0067,-92.775,842,313,shape,FALSE,TRUE,America/Chicago,3,50158 50142,1840008115
Atlas,Atlas,PA,Pennsylvania,05000US42097,Northumberland,40.7974,-76.4284,842,841.7,shape,FALSE,FALSE,America/New_York,3,17851,1840034851
Pine Hill,Pine Hill,AL,Alabama,05000US1131,Wilcox,31.9859,-87.5872,841,85,shape,FALSE,TRUE,America/Chicago,3,36769,1840017026
Cleone,Cleone,CA,California,05000US6045,Mendocino,39.4928,-123.7812,841,203,shape,FALSE,FALSE,America/Los_Angeles,3,95437,1840025584
Folsom,Folsom,LA,Louisiana,05000US22103,St. Tammany,30.631,-90.1941,841,170,shape,FALSE,TRUE,America/Chicago,3,70437,1840018223
Claysville,Claysville,PA,Pennsylvania,05000US42125,Washington,40.1199,-80.4131,841,1078.4,shape,FALSE,TRUE,America/New_York,3,15323,1840003646
Boys Town,Boys Town,NE,Nebraska,05000US31055,Douglas,41.2558,-96.1292,841,358,shape,FALSE,TRUE,America/Chicago,3,68010,1840011669
Morehouse,Morehouse,MO,Missouri,05000US29143,New Madrid,36.8463,-89.6911,841,404,shape,FALSE,TRUE,America/Chicago,3,63868,1840008804
High Shoals,High Shoals,NC,North Carolina,05000US37071,Gaston,35.3957,-81.2048,841,124,shape,FALSE,TRUE,America/New_York,3,28034 28092 28077,1840015455
Winton,Winton,NC,North Carolina,05000US37091,Hertford,36.3899,-76.935,841,385,shape,FALSE,TRUE,America/New_York,3,27986,1840016048
Shrewsbury,Shrewsbury,WV,West Virginia,05000US54039,Kanawha,38.2079,-81.4671,841,420.4,shape,FALSE,FALSE,America/New_York,3,25015,1840025661
Cedar Key,Cedar Key,FL,Florida,05000US12075,Levy,29.146,-83.0388,840,321,shape,FALSE,TRUE,America/New_York,3,32625,1840015065
Frisco,Frisco,PA,Pennsylvania,05000US42007,Beaver,40.8511,-80.268,840,731,shape,FALSE,FALSE,America/New_York,3,16117,1840099417
Pendergrass,Pendergrass,GA,Georgia,05000US13157,Jackson,34.1646,-83.6827,840,106,shape,FALSE,TRUE,America/New_York,3,30567,1840016715
Attica,Attica,OH,Ohio,05000US39147,Seneca,41.0634,-82.8873,840,486,shape,FALSE,TRUE,America/New_York,3,44807,1840011717
